smiles,IE
Cc1cc(=c2ccn(cc2)CF)ccn1C,2.071543919
CCc1c[nH]cc1N(=O)=O,5.009053694
c1ccc(cc1)C1(CCCC1)C(Cl)(Cl)Cl,5.712836231
CNC1=CS/C(=C\2/SC=C(OCCOCCOC)S2)/S1,3.056310458
c1c(c2c(cc1)nc(cn2)C)CC,5.026258728
CCc1cc(cs1)C(F)(F)F,5.121914781
[C@@H]1(CC[C@H](SC1)N(=O)=O)C,5.272935126
c1c(F)nc(cn1)N,4.863289029
Cc1cc2c(cc1F)ONO2,4.377936849
C[C@@H]1CS[C@@H](CS1)C(Cl)(Cl)Cl,5.161675909
C(C)(C)C1=CCC(=CC1)C,4.601815141
c1cc(ccn1)c1cc(nc(c1)O)O,4.955733039
Cn1ccc(=c2ccn(cc2C#N)CO)cc1,2.309670962
CN(C)[C@@H]1C=CSC(=C1)F,4.143744689
C#Cc1c(C(=O)C)c(=c2ccn(C)cc2)ccn1C,2.17633966
c1cc2c(cc1F)C(=O)c1c(C2=O)c(ccc1)C,5.702741848
C1(=C(C(=O)OC)S/C(=C\2/SC(=C(S2)C(=O)OC)C(=O)OC)/S1)C(=O)OC,3.694886118
C[C@]1(CN(C)CCN1C)C(=O)O,4.614824947
c1ccc(cc1)[C@@H]1CC[C@H](CC1)c1ccccc1,5.308332714
C1CC[C@@](SC1)(N(C)C)C,3.936890179
O=C1C(C(=O)NC(=O)N1)C1C(=O)NC(=O)NC1=O,6.178773659
Cc1ccc2c(c1)ON(OC)O2,4.23037638
CC[C@@H]1[C@@H](N(C)CCN1C)OC,3.77270239
C1C=C(C(=O)O)OC=C1F,4.954170529
c1ccc(cc1)c1cc2c(cc1C(Cl)(Cl)Cl)[nH]s[nH]2,3.544707358
Cc1c(F)ccnc1N,5.944918695
COCCOCCOCCOc1cc(C#N)c2c(c1)ONO2,4.535080909
c1(oc(cc1)c1cccs1)c1cccs1,3.701128376
Cc1c(N)[nH]nnc1=O,6.213105984
c1ccc(cc1)c1c(ccs1)C(=O)O,4.734812788
CC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1C(=O)C,2.043488669
CN(C)C1=C(N)OC=CC1,2.980297476
CC1=COC(=CC1)N(=O)=O,4.815258896
O=C1O[C@@]2([CH][CH]1)C=CC(=O)C=C2,1.420634185
c1cc(c2c(c1)[nH]sn2N)C(Br)(Br)Br,3.612161919
CCc1ccc2c(c1C(=O)O)[nH]s[nH]2,3.362807937
c1c[nH]c(c1C(=N)O)C(=O)O,5.374000064
C([C@@H](C(=O)O)N)c1c2c([nH]c1)cccc2,4.133127384
CC[C@@]12C[C@H]3[C@H]4[C@@H]1N4[C@@H]23,6.154047738
C#CN1Oc2cccc(c2O1)N(=O)=O,4.908475595
Cn1ccc(=c2ccn(C)c(c2N(=O)=O)OCCOCCOC)cc1,2.38725028
C(C(C)C)C=O,5.976343192
c1ccc(cc1)c1c(ccc2c1[nH]s[nH]2)F,3.466272082
CNc1cc(=c2ccn(C)cc2)cc(n1C)O,1.63684656
N(C(C)C)(C(C)C)N,3.368252127
C1CO[C@H](CO1)C(Cl)(Cl)Cl,5.830267616
C#CCn1ccc(=c2ccn(C)cc2C(=O)C)cc1,2.241892085
N=C1O[C@H]2[C@@H](O1)[C@H]2C=O,7.289022752
CC(C)(C)[C]1[CH]N(C)C=C[C]1[C]1C=CN(C)C=C1N,1.629112488
C1=COC(=CO1)C(=N)O,4.51207914
c1cc(c2c(c1C(Cl)(Cl)Cl)[nH]s[nH]2)N(=O)=O,3.657464173
C1C=C(F)SC=C1O,4.047055769
C(c1c(C(F)(F)F)c(C(F)(F)F)cc(c1C(F)(F)F)C(F)(F)F)(F)(F)F,7.266369928
